名字,链接,地址,介绍,开放时间,图片链接,评分,建议游玩时间,建议季节,门票,小贴士,Page,城市
棉花库,http://travel.qunar.com/p-oi38145219-mianhuaku,,棉花库位于铜川市耀州区，是由几十座窑洞式库房改造而成的仿欧式的城堡，里面有“东方红”牌拖拉机、胶轮马车、存水的瓷缸、石狮子石磨盘等老物件。,,,5.0,建议游览时间：2小时 - 3小时,,具体收费情况以现场公示为主,,2,铜川
大通古镇,http://travel.qunar.com/p-oi711951-datongguzhen,"

地址:
铜陵市西南方向

",独特的地理位置，使大通有过辉煌的历史，目前为安徽省历史文化保护区，其文化遗存丰富，有大士阁 (九华山头天门)、天官府、圣公会、天主教堂及锺楼等人文景观二十多处，历史名人朱元璋、洪秀全、孙中山和众多文人墨客曾在此驻足停留，游览咏唱，留下无数诗篇，封火山墙、飞檐翘角、镂花窗台、水上吊楼等明清结构建筑仍历历在目。 ,全天,https://img1.qunarzz.com/travel/d1/1610/25/1301e09413f3eb5.jpg_480x360x95_c8a235ca.jpg,5.0,,,免费,,1,铜陵
半个月亮爬上来婚拍基地,http://travel.qunar.com/p-oi38031282-bangeyueliangpashanglai,"

地址:
宁夏回族自治区银川市兴庆区月牙湖乡月牙湖村园艺队一组


电话:
18209577572

",半个月亮爬上来婚拍基地以婚庆旅拍为核心主业态，同时拥有网红、潮人、电商、短视频拍摄等商业场景1000余个，基地占地1700亩，外加10个外景基地，我们根据不同季节设置不同拍摄场景，为北、上、广、深和长三角游客以及宁夏、西安、兰州、青海的影楼和游客提供场景和旅拍服务，是西北地区最大婚庆旅拍基地，业态包含：拍摄服务、搭景服务、道具服装租赁、婚礼策划、喜宴承办、网红民宿、特色网红餐饮、以及度假俱乐部；地址位于宁夏月牙湖乡黄沙古渡景区旁；,全年 08:00-21:00,,5.0,建议游览时间：1小时 - 3小时,,,,6,银川
白音锡勒草原牧场Baiyinxile Grassland Ranch,http://travel.qunar.com/p-oi5860226-baiyinxilecaoyuanmuchang,"

地址:
锡林郭勒盟锡林浩特市

",白音锡勒草原牧场位于锡林郭勒盟锡林浩特市东南55公里，始建于1950年，是锡林郭勒草原自然保护区的核心区。这里饲养的马、绵羊都是有名的优良品种，其经营管理、科技水平都较高。这里野生动植物品种众多，是内蒙古草原生态精华部分。景区内有赛马场、野生动物园、成吉思汗边墙、四方城、浩勒图音苏莫喇嘛庙、布里亚特苏莫喇嘛庙等景点。楚古兰敖包位于锡林浩特市南25公里外，每年阴历5月21日这里都举行盛大的祭祀活动。扎格斯台淖尔湖水碧波荡漾，出产“三道鳞”鲤鱼，每年还有海鸥、天鹅来这里栖息。,全天开放,https://img1.qunarzz.com/travel/poi/1409/03/45a4956e25b2f8e1ffffffffc8d65eac.jpg_480x360x95_8e552fc4.jpg,5.0,建议游览时间：3小时 - 5小时,最佳旅游时间为每年夏季，特别是6、7、8、9月，但应注意防雨；秋季冬季较为寒冷，不建议前往。,具体收费情况以现场公示为主,,2,锡林郭勒盟
沈家大屋Shenjia House,http://travel.qunar.com/p-oi707377-shenjiadawu,,,,https://img1.qunarzz.com/travel/poi/201303/14/b4ce29606ff69e18ddb12cfb.jpg_480x360x95_05a7f236.jpg,5.0,,,,,7,长沙
恐龙谷,http://travel.qunar.com/p-oi704016-konglonggu,,恐龙谷风景区背靠卧虎山，面向卧龙山。卧龙山因形状似虎而且每年秋冬季节登临山顶有时能听到虎啸之声而得名。卧龙山传说年大禹治水时，此山有青龙、黑龙、火龙三条龙盘住山间而得名。恐龙谷风景区共有七处景点：一是乘船游览世界八大奇迹之一红旗渠的渠源；二是实地观看千古流传的大禹治水议事之处；三是在这个世界第二的恐龙谷了解恐龙家族，揭开恐龙神秘的面纱；四是欣赏具有传奇色彩的神龟灵蛙；五是领略漳河第一瀑布壮丽风采；六是在灵光闪烁的天然浴池沐浴；七是摆渡千米绿色走廊...恐龙谷风景区背靠卧虎山，面向卧龙山。卧龙山因形状似虎而且每年秋冬季节登临山顶有时能听到虎啸之声而得名。卧龙山传说年大禹治水时，此山有青龙、黑龙、火龙三条龙盘住山间而得名。恐龙谷风景区共有七处景点：一是乘船游览世界八大奇迹之一红旗渠的渠源；二是实地观看千古流传的大禹治水议事之处；三是在这个世界第二的恐龙谷了解恐龙家族，揭开恐龙神秘的面纱；四是欣赏具有传奇色彩的神龟灵蛙；五是领略漳河第一瀑布壮丽风采；六是在灵光闪烁的天然浴池沐浴；七是摆渡千米绿色走廊。,,,5.0,,,,,3,长治
七家子水库,http://travel.qunar.com/p-oi38341031-qijiazishuiku,,,,,5.0,,,具体收费情况以现场公示为主,,1,阜新
太和沙颍河湿地公园,http://travel.qunar.com/p-oi37189704-taiheshayingheshidigong,"

地址:
城关镇椿樱村

",,全年 01:00-00:00,,5.0,,,具体收费情况以现场公示为主,,3,阜阳
江平古镇,http://travel.qunar.com/p-oi716091-jiangpingguzhen,"

地址:
防城港东兴市江平镇，距东兴市区15公里

",自然风景区。位于东兴市江平镇。距东兴市区15公里。自然景观为一体的风景旅游区。江平原为江坪，是一块冲积平地。在这块土地上，原是古木参天的原始森林，长满檀香树、紫荆、松、杉等名贵木材。光绪13年，江平就成立了“南服书院”，积极培养地方人才。光绪11年，南海、番禺、顺德等地的商人为方便经商，也在这里成立了广州会馆，法国人则建起了精致的教堂，收罗门徒，广为传教，每至周末，钟声回荡，振人心脾。过去的江平真可谓文人荟萃，商贾云集之地。因此，在防城境内，该地当时...自然风景区。位于东兴市江平镇。距东兴市区15公里。自然景观为一体的风景旅游区。江平原为江坪，是一块冲积平地。在这块土地上，原是古木参天的原始森林，长满檀香树、紫荆、松、杉等名贵木材。光绪13年，江平就成立了“南服书院”，积极培养地方人才。光绪11年，南海、番禺、顺德等地的商人为方便经商，也在这里成立了广州会馆，法国人则建起了精致的教堂，收罗门徒，广为传教，每至周末，钟声回荡，振人心脾。过去的江平真可谓文人荟萃，商贾云集之地。因此，在防城境内，该地当时的教育，经济都算是发展得比较早的。江平不但文化发达，经济繁荣，更令时人赞叹的是。这里还有奇异的景致。至今还盛传着的八大景点。 一、古寨烟霞，二、印岭横江， 三、松亭鹤室，四、珠墩夜月，五、同皮古潜，六、银坑瀑布。七、五指高峰，八、棋盘夜灯。,全天,,5.0,,,免费,,2,防城港
大垌山净业寺,http://travel.qunar.com/p-oi703085-datongshanjingyesi,,"大垌山净业寺位于阳西县城西五公里大垌山，是佛的王国,玉佛数量居全国第一，又称万佛城。净业寺历史悠久，清乾隆五十六年（1791）和道光二年（1822年）两次重修。净业寺初名静业庵,清康熙十六年大规模重修时,改名为净业寺。民国二十年阳江县长李伯振组织修缮，成为著名景点。毁于""文化大革命""期间；1988年阳西建县后重建，初具规模.净业寺群山环绕，风光秀美，古树婆娑，寺内有潺潺流水。净业寺坐西朝东南，宝殿斗拱飞檐，黄瓦朱柱，雕梁画栋，巍然耸立；正门上方，悬挂着中国佛教协...大垌山净业寺位于阳西县城西五公里大垌山，是佛的王国,玉佛数量居全国第一，又称万佛城。净业寺历史悠久，清乾隆五十六年（1791）和道光二年（1822年）两次重修。净业寺初名静业庵,清康熙十六年大规模重修时,改名为净业寺。民国二十年阳江县长李伯振组织修缮，成为著名景点。毁于""文化大革命""期间；1988年阳西建县后重建，初具规模.净业寺群山环绕，风光秀美，古树婆娑，寺内有潺潺流水。净业寺坐西朝东南，宝殿斗拱飞檐，黄瓦朱柱，雕梁画栋，巍然耸立；正门上方，悬挂着中国佛教协会会长赵朴初题写的横匾""净业寺""。2000年，妙空法师尽毕生积蓄，打造两千多尊缅甸玉佛，捐赠大垌山净业寺，中有一尊亚洲最大的缅甸玉卧佛，长7米，高2.5米，重27吨，造型精美，为全国最大的玉卧佛。大垌山净业寺是佛教名刹，慕名来访的名人墨客、达官显贵不胜其数。留下名联：""三载游人重访柳，万花绕砌不妨禅""。全国佛教协会会长赵朴初、中国国画大师关山月分别为大垌山净业寺题辞题字。",,,5.0,,,,,2,阳江
开河寺Kaihe Temple,http://travel.qunar.com/p-oi709031-kaihesi,,开河寺位于平定县乱流村西的魁头山腹，这里山峰突兀，松柏参天。此寺创建于北魏永平三年（510）。寺内有上、中、下三龛，大小佛像百余尊，佛像大者高4.4米，小者仅高0.12米，其造像风格和神态与大同云冈石窟佛像如出一辙，故有“三晋小云冈”之称。,,https://img1.qunarzz.com/travel/poi/1803/3b/352d1423d6b85537.jpg_480x360x95_c468cda5.jpg,5.0,建议游览时间：1小时,,具体收费情况以现场公示为主,,1,阳泉
苏巴什古城,http://travel.qunar.com/p-oi707139-subashengucheng,"

地址:
新疆阿克苏地区

",苏巴什故城实际叫“苏巴什佛寺”，又名“昭怙悝大寺”，波涛滚滚的库车河穿城而过。据说，这条河就是《西游记》里“子母河”的下游。故城遗址始建于东汉（公元1世纪），隋唐（公元6至8世纪）盛极一时。唐贞观二年（公元628年），著名高僧玄奘去印度取经西行至此，见寺庙僧侣云集，香火甚盛，便在这里滞留两月余讲经弘法。7世纪中叶，唐安西都护府移设龟兹后，内地高僧集聚这里，暮鼓晨钟，佛事兴隆，到了9世纪，佛寺为战火所焚，因而日趋衰败，14世纪初彻底废弃。《大唐西域记·屈支...苏巴什故城实际叫“苏巴什佛寺”，又名“昭怙悝大寺”，波涛滚滚的库车河穿城而过。据说，这条河就是《西游记》里“子母河”的下游。故城遗址始建于东汉（公元1世纪），隋唐（公元6至8世纪）盛极一时。唐贞观二年（公元628年），著名高僧玄奘去印度取经西行至此，见寺庙僧侣云集，香火甚盛，便在这里滞留两月余讲经弘法。7世纪中叶，唐安西都护府移设龟兹后，内地高僧集聚这里，暮鼓晨钟，佛事兴隆，到了9世纪，佛寺为战火所焚，因而日趋衰败，14世纪初彻底废弃。《大唐西域记·屈支国》称：“屈支国东西千余里，南北六百余里，国大都城，周十七八里”。屈支，即龟兹。据考证，文中所称之“大都城。就是位于库车县出附近的龟兹都城（一称皮朗故城），汉代名延城，唐代名伊罗卢城，汉唐时期均为龟兹国都。这座古城早已废弃。如今东、南北三面仍有残存城墙，系夯土建筑。周长的 7公里。东墙长 1446米，高约7.66米；墙外每隔 40米左右，有长宽各4．8米的马面。南墙长18O9来，断续残留。北墙长过 2000米，高 2.4米。西墙已无迹可寻。城内建筑遗址比比皆是。从发掘情况看，早期文化层为新石器时代晚期，有石器、骨器、陶片。另外，还发现少量铜器和汉五铢钱。从晚期文化层中，曾出土排列整齐的一组大陶缸，共33只。还出上了铺地用的莲纹花砖、蓝纹砖、筒砖，其纹饰、形状与唐代长安大明宫的铺地砖略同。此外，还出土有乾元通宝、开元通玉、中字钱和大历元宝等古钱币。,全天,https://img1.qunarzz.com/travel/d5/1808/6b/6091271194142ab5.jpg_480x360x95_faf8641f.jpg,5.0,,,40元,,2,阿克苏
禾木河,http://travel.qunar.com/p-oi9547711-hemuhe,"

地址:
阿勒泰地区布尔津县

",禾木河位于新疆维吾尔自治区阿勒泰地区布尔津县禾木喀纳斯蒙古族乡，是额尔齐斯河的第二大支流，同事也是禾木风景区的一部分。禾木河在禾木村旁流过，河水是浅蓝色，非常的清澈。,全天,https://tr-osdcp.qunarzz.com/tr-osd-tr-space/img/01d427834421ce74236aa5d88eaa39ce.jpg_480x360x95_8152a5a7.jpg,5.0,,,免费,,1,阿勒泰
